Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Event_Window,Event_Earnings_Date,Daily_Return,Relative_Volume,Rolling_Volatility_10D,Moving_Average_10D,Volume_Change_Pct,Price_Change_Pct,Distance_From_Earnings_Event,IF_Anomaly,IF_Anomaly_Score,OCSVM_Anomaly,OCSVM_Anomaly_Score,LOF_Anomaly,LOF_Anomaly_Score,Model_Agreement_Count
2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,131.1626434326172,83305400,AAPL,0,,0.0063365235461116,0.6648911313343037,0.0260644335720237,133.53248901367186,-21.58739003650233,0.6336523546111694,4,0,-0.11390835980072844,0,-0.2819460381098464,0,1.108419687656815,0
2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,130.1423797607422,89880900,AAPL,0,,-0.0077786147425363,0.7216648226446969,0.0244929345792616,133.71807098388672,7.893245815997529,-0.7778614742536383,5,0,-0.12102503668930265,0,-0.5306354338794601,0,1.0977037886188432,0
2021-02-04,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,133.49459838867188,84183100,AAPL,0,,0.0257580861368333,0.683844242622057,0.0229592618995987,133.7685989379883,-6.339277866599025,2.575808613683339,6,0,-0.08745994243352145,0,-0.045722322912600255,0,1.1440374811426053,0
2021-02-05,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,133.0810089111328,75693800,AAPL,0,,-0.0030981738776791,0.633389330540502,0.0223167343089235,133.56400146484376,-10.08432808960469,-0.3098173877679189,7,0,-0.14216334219123877,0,-0.6608411596590185,0,1.0125895471910042,0
2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,133.2269744873047,71297200,AAPL,0,,0.0010968174750565,0.6166009682658563,0.0199371094035629,132.99991912841796,-5.808401744924952,0.1096817475056521,8,0,-0.14883912617654343,0,-0.654511868868819,0,1.0054010632274886,0
2021-02-09,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,132.3511962890625,76774200,AAPL,0,,-0.0065735801748288,0.7175296349135661,0.0198484683447252,132.32494049072267,7.681928603086807,-0.6573580174828897,9,0,-0.14214538166049429,0,-0.8164668255778413,0,1.009104466279808,0
2021-02-10,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,131.74786376953125,73046600,AAPL,0,,-0.0045585724681591,0.6967681331019758,0.0198223113367673,131.69650421142578,-4.855276902917904,-0.4558572468159161,10,0,-0.1493144580460255,0,-0.9140348521065058,0,1.0215732395987192,0
2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,131.49488830566406,64280000,AAPL,0,,-0.001920148506618,0.6555398265430197,0.0166743399644891,131.52568511962892,-12.001379941023949,-0.1920148506618035,11,0,-0.14893301726494212,0,-0.842068579446714,0,1.0061537398643035,0
2021-02-12,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,131.72842407226562,60145100,AAPL,0,,0.0017760064258824,0.6666309771134644,0.0107638733654989,131.87667388916014,-6.432638456751716,0.1776006425882492,12,0,-0.15337550714702375,0,-0.49425694943002574,0,1.0034062205234968,0
2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,129.6071014404297,80576300,AAPL,0,,-0.016103757763565,1.026650957429743,0.011068162298432,131.8037078857422,33.96984958043132,-1.6103757763565096,13,0,-0.11134128299128077,0,-0.6169081860621346,0,1.131766033621607,0
2021-02-17,131.25,132.22000122070312,129.47000122070312,130.83999633789062,127.32028198242188,97918500,AAPL,0,,-0.0176442450497891,1.2897885172816133,0.0119810200479682,131.41947174072266,21.52270580803537,-1.764424504978912,14,0,-0.10675139340696932,0,-0.8670171327185896,0,1.11390513274971,0
2021-02-18,129.1999969482422,130.0,127.41000366210938,129.7100067138672,126.2206802368164,96856700,AAPL,0,,-0.0086365010231227,1.251708945914277,0.0120227960046696,131.02730178833008,-1.0843711862416172,-0.8636501023122745,15,0,-0.13545413217747948,0,-0.904760941194656,0,1.1165236109452938,0
2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,126.37637329101562,87668800,AAPL,0,,0.0012334987729989,1.1228483621648588,0.0069293947426204,130.31547927856445,-9.48607582129063,0.1233498772998942,16,0,-0.14403075140961058,0,-0.4141658740907834,0,1.0880077054035497,0
2021-02-22,128.00999450683594,129.72000122070312,125.5999984741211,126.0,122.6104736328125,103916400,AAPL,0,,-0.0297990800031199,1.3250295948829032,0.0102663547813226,129.26842575073243,18.53293303889183,-2.9799080003119927,17,0,-0.07263268686723423,0,-0.26979846200231616,0,1.2365756157125378,0
2021-02-23,123.76000213623048,126.70999908447266,118.38999938964844,125.86000061035156,122.47425842285156,158273000,AAPL,0,,-0.0011109590063966,1.9480238154843967,0.0100681178323729,128.19315414428712,52.30800913041638,-0.1110959006396683,18,0,-0.04911102941508727,0,-0.23012679583706808,0,1.1666902292234984,0
2021-02-24,124.94000244140624,125.55999755859376,122.2300033569336,125.3499984741211,121.97797393798828,111039900,AAPL,0,,-0.0040521534178212,1.2345234161641776,0.0101483496254123,127.15583190917968,-29.8428032576624,-0.405215341782128,19,0,-0.1146703621807535,0,-0.3032458280609025,0,1.213886207019572,0
2021-02-25,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376952,117.7352523803711,148199500,AAPL,0,,-0.0347826859279866,1.587192024001166,0.0130643199256651,125.75457077026368,33.465087774754835,-3.478268592798661,20,0,-0.030027087153028598,0,-0.33907909444860085,0,1.3152193654063198,0
2021-02-26,122.58999633789062,124.8499984741211,121.1999969482422,121.26000213623048,117.99798583984376,164560400,AAPL,0,,0.0022315615260573,1.631129034720087,0.01344890958239,124.40488052368164,11.039780835967727,0.2231561526057301,21,0,-0.10343204909178427,0,-0.38557285624157034,0,1.1956055594399742,0
2021-03-01,123.75,127.93000030517578,122.79000091552734,127.79000091552734,124.35232543945312,116307900,AAPL,0,,0.0538512547852636,1.0486175687320776,0.0244193136892405,123.6672706604004,-29.322060471413536,5.385125478526365,22,1,0.02090099203627327,1,0.2522664713062093,1,1.4978155027656832,3
2021-03-02,128.41000366210938,128.72000122070312,125.01000213623048,125.12000274658205,121.754150390625,102260900,AAPL,0,,-0.020893658720465,0.8775368839425207,0.0246962339514572,122.88197555541991,-12.077425523115805,-2.0893658720465003,23,0,-0.09385695741005629,0,-0.5868456096980101,0,1.0629512110209252,0
2021-03-03,124.80999755859376,125.70999908447266,121.83999633789062,122.05999755859376,118.77645874023438,112966300,AAPL,0,,-0.0244565925747686,0.951694268417408,0.0251442355779215,122.02759323120117,10.46871287070621,-2.445659257476862,24,0,-0.07962232340578163,0,-0.5544442207790246,0,1.053779474035125,0
2021-03-04,121.75,123.5999984741211,118.62000274658205,120.12999725341795,116.8983917236328,178155000,AAPL,0,,-0.0158117781631201,1.4820933375638847,0.0253093270128646,121.0953643798828,57.70632480660161,-1.5811778163120185,25,0,-0.038130367805213505,0,-0.3420932818894431,0,1.237877338440438,0
2021-03-05,120.9800033569336,121.94000244140624,117.56999969482422,121.41999816894533,118.15367889404295,153766600,AAPL,0,,0.0107382757957685,1.1981675119946025,0.0258407638964916,120.27309494018554,-13.689427745502512,1.073827579576858,26,0,-0.09082910989143378,0,-0.49111791579504427,0,1.1487648721355312,0
2021-03-08,120.93000030517578,121.0,116.20999908447266,116.36000061035156,113.22979736328124,154376600,AAPL,0,,-0.0416735354908188,1.143999918781479,0.0272684331081179,119.33502731323242,0.3967051362259388,-4.167353549081887,27,1,0.00412849148700023,0,-0.00022412062003018818,0,1.1366583110791628,1
2021-03-09,119.02999877929688,122.05999755859376,118.79000091552734,121.08999633789062,117.83257293701172,129525800,AAPL,0,,0.0406498614402988,0.925246343308312,0.0312753364660753,118.87085876464845,-16.09751736986046,4.064986144029881,28,1,0.005804893753256213,1,0.09213233630385753,0,1.2474273151113335,2
2021-03-10,121.69000244140624,122.16999816894533,119.4499969482422,119.9800033569336,116.75243377685548,111943300,AAPL,0,,-0.009166728123077,0.8164137650275253,0.031328598897936,118.34830474853516,-13.57451565634028,-0.916672812307706,29,0,-0.06133775019826504,0,-0.0380028454761514,0,1.1556729085781472,0
2021-03-11,122.54000091552734,123.20999908447266,121.26000213623048,121.95999908447266,118.6791534423828,103026500,AAPL,0,,0.0165026081529895,0.7508879152207593,0.0298813560381907,118.44269485473632,-7.965461086103409,1.650260815298954,30,0,-0.05342130799266681,0,-0.02823071176608405,0,1.0957828260670206,0
2021-03-12,120.4000015258789,121.16999816894533,119.16000366210938,121.02999877929688,117.77418518066406,88105100,AAPL,0,,-0.007625334656251,0.6639973658691799,0.0300057566330159,118.42031478881836,-14.483069889785638,-0.7625334656251037,31,0,-0.03962289043473066,1,0.07690396537970834,0,1.2144903518121817,1
2021-03-15,121.41000366210938,124.0,120.41999816894533,123.98999786376952,120.65454864501952,92403800,AAPL,0,,0.0244566622128357,0.7389738282868188,0.0252263213083999,118.050537109375,4.879059214506309,2.445666221283571,31,0,-0.03861598582139536,0,-0.00028368035726966667,0,1.0793063801257987,0
2021-03-16,125.6999969482422,127.22000122070312,124.72000122070312,125.56999969482422,122.1920394897461,115227900,AAPL,0,,0.0127429165497114,0.9394626254117407,0.0247734697794095,118.09432601928712,24.700391109456543,1.2742916549711492,30,0,-0.06761026460932867,0,-0.18279230802957924,0,1.141668157772445,0
2021-03-17,124.0500030517578,125.86000061035156,122.33999633789062,124.76000213623048,121.40382385253906,111932600,AAPL,0,,-0.0064506300123845,0.9030486482055744,0.0233611667898788,118.35706253051758,-2.859810861779133,-0.6450630012384551,29,0,-0.10587200825408066,0,-0.528315934253146,0,1.049469786109301,0
2021-03-18,122.87999725341795,123.18000030517578,120.31999969482422,120.52999877929688,117.28763580322266,121229700,AAPL,0,,-0.0339049291751802,0.9788720407679452,0.025531355286854,118.39598693847655,8.305980563303272,-3.3904929175180287,28,0,-0.03519435019724049,0,-0.047097274698637115,0,1.0495622052094258,0
2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376952,116.7621612548828,185549500,AAPL,0,,-0.0044802211651828,1.5704066708312954,0.0253143216679056,118.25683517456056,53.05614053321917,-0.4480221165182874,27,0,-0.040187876186324134,0,-0.07099233146116779,0,1.2204022940594679,0
2021-03-22,120.33000183105467,123.87000274658205,120.26000213623048,123.38999938964844,120.0706787109375,111912300,AAPL,0,,0.0283355277128902,0.9223636485915347,0.0222828595227926,118.94092330932617,-39.68601370523769,2.8335527712890274,26,0,-0.03647462577596272,0,-0.19118963388917987,0,1.192881898105804,0
2021-03-23,123.33000183105467,124.23999786376952,122.13999938964844,122.54000091552734,119.2435531616211,95467100,AAPL,0,,-0.0068886555668403,0.8153612334218583,0.0189100842222224,119.0820213317871,-14.694720776894057,-0.6888655566840374,25,0,-0.11604237778881754,0,-0.7528480885468021,0,1.0195195473310252,0
2021-03-24,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,116.85946655273438,88530500,AAPL,0,,-0.0199934214108443,0.7787708596902633,0.019865061024734,119.092724609375,-7.265958639154224,-1.999342141084437,24,0,-0.08688018303476314,0,-0.4262611931082345,0,1.0835430523507266,0
2021-03-25,119.54000091552734,121.66000366210938,119.0,120.58999633789062,117.34600067138672,98844700,AAPL,0,,0.0041634121137528,0.8877854470825456,0.0191137177119754,118.95940933227538,11.65044815063736,0.4163412113752818,23,0,-0.12358310809634376,0,-0.8481445232962237,0,1.0812005540929772,0
2021-03-26,120.3499984741211,121.4800033569336,118.91999816894533,121.20999908447266,117.94933319091795,94071200,AAPL,0,,0.0051414834428042,0.8480970844656777,0.019045629886819,118.97692413330078,-4.829292819948872,0.5141483442804295,22,0,-0.13127128598832072,0,-0.9406905187882972,0,1.0264291278712607,0
2021-03-29,121.6500015258789,122.58000183105467,120.7300033569336,121.38999938964844,118.12449645996094,80819200,AAPL,0,,0.0014850721433028,0.7247258331089279,0.0170954055015487,118.72391891479492,-14.087202034203884,0.1485072143302845,21,0,-0.1304073354618014,0,-0.8163481212738537,0,1.029694037098198,0
2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,116.67456817626952,85671900,AAPL,0,,-0.0122745774766784,0.7763056156903951,0.0165215521078761,118.17217178344728,6.004390045929675,-1.2274577476678483,20,0,-0.11048427206328804,0,-0.629961034777418,0,1.099569812201497,0
2021-03-31,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,118.86404418945312,118323800,AAPL,0,,0.018765666309352,1.1016819196730965,0.0180428016077253,117.91819381713869,38.11273007835708,1.8765666309352056,19,0,-0.0880875481372177,0,-0.6097282660655639,0,1.1991679078865936,0
2021-04-01,123.66000366210938,124.18000030517578,122.48999786376952,123.0,119.69117736816406,75089100,AAPL,0,,0.0069586491386124,0.6949992313173795,0.0142297758993993,118.1585479736328,-36.539309927504014,0.6958649138612438,18,0,-0.09771087738392781,0,-0.45493850244329526,0,1.102128128018033,0
2021-04-05,123.87000274658205,126.16000366210938,123.06999969482422,125.9000015258789,122.51317596435548,88651200,AAPL,0,,0.023577331748614,0.8571301775062113,0.0154935027668271,118.73364944458008,18.061343124368246,2.357733174861409,17,0,-0.08511987953908107,0,-0.32928072679888,0,1.103686708424517,0
2021-04-06,126.5,127.12999725341795,125.6500015258789,126.20999908447266,122.81481170654295,80171300,AAPL,0,,0.0024620677720021,0.8552690954905209,0.013130174350179,119.00806274414064,-9.565465554893782,0.2462067772002196,16,0,-0.13529057095146851,0,-0.7556342792609656,0,1.0031712049312207,0
2021-04-07,125.83000183105467,127.91999816894533,125.13999938964844,127.9000015258789,124.45935821533205,83466700,AAPL,0,,0.0133904574369956,0.9216322158915242,0.0131125285416685,119.52964324951172,4.110448502144792,1.3390457436995629,15,0,-0.1272633267340671,0,-0.6061663705112932,0,1.0258489363188288,0
2021-04-08,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,126.85318756103516,88844600,AAPL,0,,0.0192338236355151,0.9941882611289832,0.0106516149036218,120.5290153503418,6.443168353367268,1.923382363551518,14,0,-0.11534060819093128,0,-0.29820555134595406,0,1.076220651183193,0
2021-04-09,129.8000030517578,133.0399932861328,129.47000122070312,133.0,129.4221954345703,106686700,AAPL,0,,0.0202518196265197,1.1934253418269871,0.0111618094915973,121.73663482666016,20.082368540125128,2.0251819626519785,13,0,-0.10033278406764412,0,-0.4352371530324688,0,1.062627984664403,0
2021-04-12,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,127.70951080322266,91420000,AAPL,0,,-0.0132333146227109,1.0137551110523149,0.0133332800324594,122.71265258789064,-14.30984368248338,-1.3233314622710934,12,0,-0.12679978210474901,0,-0.7083900954541771,0,1.0846455999131004,0
2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,130.81369018554688,91266500,AAPL,0,,0.0243065638792336,1.0150370713494885,0.014018038963238,123.98157196044922,-0.1679063662218372,2.430656387923369,11,0,-0.11003460989741687,0,-0.38101324784105506,0,1.0386021192504382,0
2021-04-14,134.94000244140625,135.0,131.66000366210938,132.02999877929688,128.478271484375,87222800,AAPL,1,2021-04-28,-0.0178530144502406,0.9589224529068974,0.0150882836840367,125.16194229125976,-4.430650896002364,-1.7853014450240678,10,0,-0.12369897605530777,0,-0.7401107412642975,0,1.062686678543416,0
2021-04-15,133.82000732421875,135.0,133.63999938964844,134.5,130.88177490234375,89347100,AAPL,1,2021-04-28,0.0187074700663376,0.9806049041494818,0.0150844460871093,126.36371536254885,2.4354870515507443,1.870747006633766,9,0,-0.1317325214495797,0,-0.5714235815315285,0,1.002314956934392,0
2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,130.55096435546875,84922400,AAPL,1,2021-04-28,-0.0025275524198983,0.9626578217705056,0.0155720018180792,127.4496940612793,-4.952259222739186,-0.2527552419898327,8,0,-0.15300467664042128,0,-0.9698730491626075,0,1.011332540771028,0
2021-04-19,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,131.2126922607422,94264200,AAPL,1,2021-04-28,0.0050687324183347,1.0567743719081395,0.014700149744547,128.31964569091798,11.000395655327688,0.506873241833472,7,0,-0.15085613298694783,0,-0.8557934914718519,0,1.051429172241659,0
2021-04-20,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,129.52923583984375,94812300,AAPL,1,2021-04-28,-0.0128299815505128,1.056272290386395,0.0159635354437912,128.99108810424804,0.5814508583322109,-1.2829981550512848,6,0,-0.12848732529178775,0,-0.8914670067076971,0,1.04454515482472,0
2021-04-21,132.36000061035156,133.75,131.3000030517578,133.5,129.9087371826172,68847100,AAPL,1,2021-04-28,0.0029298508580926,0.7546928029747878,0.0157264795220059,129.53602600097656,-27.385898243160437,0.2929850858092608,5,0,-0.13126444484403887,0,-0.540659036002741,0,1.030918000009827,0
2021-04-22,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,128.39068603515625,84566500,AAPL,1,2021-04-28,-0.011685520007226,0.9421047806026,0.0155253801497935,129.68977584838868,22.832334259540342,-1.1685520007226002,4,0,-0.11955853652760201,0,-0.5628561930337868,0,1.089408827825926,0
2021-04-23,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,130.70669555664062,78657500,AAPL,1,2021-04-28,0.0180387658404612,0.8804724568805524,0.0152385537715065,129.8182258605957,-6.987400448168013,1.8038765840461268,3,0,-0.1201378400581869,0,-0.17829441436473825,0,1.0054262742521127,0
2021-04-26,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,131.09591674804688,66905100,AAPL,1,2021-04-28,0.0029778213713433,0.7731776125170803,0.0143835430464208,130.15686645507813,-14.94123255887868,0.2977821371343392,2,0,-0.13211091226818322,0,-0.33781082167433496,0,1.0050815959695192,0
2021-04-27,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,130.77474975585938,66015800,AAPL,1,2021-04-28,-0.002449862666621,0.7851438758865691,0.0122509686262582,130.15297241210936,-1.3291961300409103,-0.2449862666621061,1,0,-0.1228044839716258,0,-0.1628333533144839,0,1.007076928523627,0
2021-04-28,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,129.98658752441406,107760100,AAPL,0,,-0.0060268685882918,1.321300631418283,0.0108191822126506,130.30380401611328,63.23380160507031,-0.6026868588291823,0,0,-0.04997025119503151,1,2.314560923277753e-05,0,1.308789754929037,1
2021-04-29,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,129.88926696777344,151101000,AAPL,0,,-0.0007486969116897,1.8072161627923804,0.008905138088271,130.20455322265624,40.21980306254356,-0.0748696911689772,1,0,-0.03964026434765333,0,-3.3899946439763795e-05,0,1.30529349477411,0
2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,127.92362213134766,109839500,AAPL,0,,-0.0151332352727302,1.2233586381719928,0.0100120079828216,129.94181900024415,-27.30723158681941,-1.513323527273025,2,0,-0.06836319814957853,0,-0.0003699837263080319,0,1.2967349323317898,0
2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,128.9745330810547,75135100,AAPL,0,,0.0082151437881268,0.8142351103867695,0.0103035387477416,129.7180030822754,-31.59555533300862,0.8215143788126822,3,0,-0.11386380017979653,1,0.0004200835264009939,0,1.1080417611573723,1
2021-05-04,131.19000244140625,131.49000549316406,126.6999969482422,127.8499984741211,124.41068267822266,137564700,AAPL,0,,-0.0353856710608431,1.5223396485326015,0.0145935099966731,129.20614776611328,83.08979425062321,-3.538567106084312,4,1,0.013245171256773491,0,-5.6619204233498976e-05,1,1.4105182038014432,2
2021-05-05,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,124.65398406982422,84000900,AAPL,0,,0.0019556310307438,0.8875906019532701,0.0145458248171363,128.680672454834,-38.93716920111046,0.1955631030743809,5,0,-0.11827292919130772,0,-0.46219927753068646,0,1.0826262549822279,0
2021-05-06,127.88999938964844,129.75,127.12999725341795,129.74000549316406,126.2498550415039,78128300,AAPL,0,,0.0128024064660923,0.8125277807764203,0.0151610047858881,128.46658935546876,-6.99111557138078,1.280240646609232,6,0,-0.1345318998351745,0,-0.45407696572358125,0,0.9870676233661048,0
2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,126.92244720458984,78973300,AAPL,0,,0.0053274687948341,0.8268520418633285,0.0138061159750765,128.08816452026366,1.0815543151457383,0.5327468794834145,7,0,-0.1511914980191485,0,-0.6066410604547885,0,0.9901222239846381,0
2021-05-10,129.41000366210938,129.5399932861328,126.80999755859376,126.8499984741211,123.64727783203124,88071200,AAPL,0,,-0.0258044927803768,0.9218024503890316,0.0153687241175779,127.3433006286621,11.520222657531098,-2.5804492780376886,8,0,-0.0997064121264461,0,-0.45353041572355757,0,1.0834324115664327,0
2021-05-11,123.5,126.2699966430664,122.7699966430664,125.91000366210938,122.73101043701172,126142800,AAPL,0,,-0.0074103321244501,1.29166603095117,0.015331282948059,126.53892669677734,43.22820626947288,-0.7410332124450192,9,0,-0.10279789790341193,0,-0.9090857107940864,0,1.1950562354014396,0
2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,119.6702880859375,112172300,AAPL,0,,-0.0249384596458207,1.0819954801547076,0.0164316092105161,125.50729675292968,-11.075146579907846,-2.4938459645820754,10,0,-0.10338032594292568,0,-0.585901485234682,0,1.0933945086984642,0
2021-05-13,124.58000183105467,126.1500015258789,124.26000213623048,124.97000122070312,121.81473541259766,105861300,AAPL,0,,0.0179196303523576,1.016793210371317,0.0183138011738695,124.69984359741213,-5.626166174715152,1.7919630352357665,11,0,-0.12563192507908144,0,-0.7947293023344297,0,1.0039167874333401,0
2021-05-14,126.25,127.88999938964844,125.8499984741211,127.4499969482422,124.2321319580078,81918000,AAPL,0,,0.0198448614383326,0.822561220151555,0.0197143619514494,124.33069458007812,-22.61761380221101,1.984486143833264,12,0,-0.10375854928659994,0,-0.581419730862041,0,1.048906984283473,0
2021-05-17,126.81999969482422,126.93000030517578,125.16999816894533,126.2699966430664,123.0819320678711,74244600,AAPL,0,,-0.009258473407874,0.7670151045298093,0.0194067263142429,123.74143447875976,-9.367172050098882,-0.9258473407874002,13,0,-0.1331596247451864,0,-0.9303701686748664,0,1.045159263730897,0
2021-05-18,126.55999755859376,126.98999786376952,124.77999877929688,124.8499984741211,121.69776153564452,63342900,AAPL,0,,-0.0112459278869891,0.6549930750113693,0.0164067925686465,123.47014236450195,-14.683492132761168,-1.124592788698919,14,0,-0.11259817349681228,0,-0.6335820498995899,0,1.1178138959076462,0
2021-05-19,123.16000366210938,124.91999816894533,122.86000061035156,124.69000244140624,121.54183959960938,92612000,AAPL,0,,-0.0012812227116394,1.0372561923787005,0.0163501430840069,123.15892791748048,46.20738867339513,-0.128122271163944,15,0,-0.11545868459484682,0,-0.7144746835386777,0,1.2988568881163547,0
2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859376,124.09566497802734,76857100,AAPL,0,,0.0210119032822848,0.8525783592449948,0.0173726547949431,122.9435089111328,-17.011726342158685,2.101190328228486,16,0,-0.10820628132589899,0,-0.6370433714484123,0,1.0240177024434487,0
2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,122.2631378173828,79295400,AAPL,0,,-0.0147670521848528,0.8808686557531115,0.0176444754123821,122.4775779724121,3.172511062738504,-1.4767052184852858,17,0,-0.12396711996906468,0,-0.8972884702292712,0,1.0738345939160738,0
2021-05-24,126.01000213623048,127.94000244140624,125.94000244140624,127.0999984741211,123.89096069335938,63092900,AAPL,0,,0.0133140937247002,0.7006292825370654,0.0164702332196542,122.50194625854492,-20.433089435200525,1.331409372470027,18,0,-0.1170158222834557,0,-0.6600533192865901,0,1.0597023886356447,0
2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,123.69603729248048,72009500,AAPL,0,,-0.0015733464313134,0.8224587976804696,0.0162680660039821,122.5984489440918,14.132493513533229,-0.157334643131346,19,0,-0.14547336030105668,0,-0.8534917616498596,0,1.036010670248911,0
2021-05-26,126.95999908447266,127.38999938964844,126.41999816894533,126.8499984741211,123.64727783203124,56575900,AAPL,0,,-0.0003941877324166,0.6887690131311435,0.0135627302969351,122.99614791870115,-21.432727626215986,-0.0394187732416617,20,0,-0.1329702104845168,0,-0.6809808205342707,0,1.0353710767483113,0
