Feature,count,mean,std,min,25%,50%,75%,max
Daily_Return,6225.0,0.0011956417205331686,0.02683635936027627,-0.1696816230490189,-0.01139012091242797,0.001167582295921843,0.013873883583607638,0.24369656807083118
Relative_Volume,6225.0,1.013654304555307,0.3621357782350296,0.20788440634427466,0.7982353917565701,0.9407156705731362,1.135677491178746,6.157397013116643
Rolling_Volatility_10D,6225.0,0.023398887013174594,0.013329000325456397,0.0031317284038454756,0.01363595004413934,0.01993600871064368,0.030236901788581908,0.09377490673826555
Moving_Average_10D,6225.0,203.06553883838268,112.68877424605772,11.782697486877442,135.85600051879882,187.11100158691406,256.05763092041013,522.5018615722656
Volume_Change_Pct,6225.0,4.333042197164408,33.0842172616868,-83.00928298270459,-15.946201373372737,-1.7549240007557532,18.125594048048256,380.8599057980076
Price_Change_Pct,6225.0,0.11956417205331688,2.683635936027627,-16.96816230490189,-1.139012091242797,0.11675822959218429,1.3873883583607638,24.369656807083118
Distance_From_Earnings_Event,6225.0,15.827630522088354,9.309102570776238,0.0,8.0,16.0,24.0,48.0
