Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Event_Window,Event_Earnings_Date
2023-08-29,179.6999969482422,184.8999938964844,179.5,184.1199951171875,181.81967163085935,53003900,AAPL,0,
2023-08-30,184.94000244140625,187.8500061035156,184.7400054931641,187.6499938964844,185.3055419921875,60813900,AAPL,0,
2023-08-31,187.83999633789065,189.1199951171875,187.47999572753903,187.8699951171875,185.52281188964844,60794500,AAPL,0,
2023-09-01,189.4900054931641,189.9199981689453,188.27999877929688,189.4600067138672,187.0929718017578,45766500,AAPL,0,
2023-09-05,188.27999877929688,189.97999572753903,187.6100006103516,189.6999969482422,187.32997131347656,45280000,AAPL,0,
2023-09-06,188.3999938964844,188.8500061035156,181.47000122070312,182.91000366210935,180.62478637695312,81755800,AAPL,0,
2023-09-07,175.17999267578125,178.2100067138672,173.5399932861328,177.55999755859375,175.34161376953125,112488800,AAPL,0,
2023-09-08,178.35000610351562,180.2400054931641,177.7899932861328,178.17999267578125,175.95387268066406,65551300,AAPL,0,
2023-09-11,180.07000732421875,180.3000030517578,177.33999633789062,179.36000061035156,177.11912536621094,58953100,AAPL,0,
2023-09-12,179.49000549316406,180.1300048828125,174.82000732421875,176.3000030517578,174.09735107421875,90370200,AAPL,0,
2023-09-13,176.50999450683594,177.3000030517578,173.97999572753906,174.2100067138672,172.0334930419922,84267900,AAPL,0,
2023-09-14,174.0,176.10000610351562,173.5800018310547,175.74000549316406,173.54437255859375,60895800,AAPL,0,
2023-09-15,176.47999572753906,176.5,173.82000732421875,175.00999450683594,172.82350158691406,109259500,AAPL,0,
